DATE,KOSPI,KOSPI_200,KOSDAQ,SP_500,RUSSELL_3000,NIKKEI_225,SHANGHAI_A,HANGSENG,FTSE_100,DAX
2016-05-18,"1,956.73",239.82,683.87,"2,047.63","1,204.14","16,644.69","2,938.32","19,826.41","6,165.80","9,943.23"
2016-05-19,"1,946.78",239.04,679.39,"2,040.04","1,199.15","16,646.66","2,937.95","19,694.33","6,053.35","9,795.89"
2016-05-20,"1,947.67",238.74,684.92,"2,052.32","1,208.08","16,736.35","2,957.44","19,852.20","6,156.32","9,916.02"
2016-05-23,"1,955.25",239.85,691.00,"2,048.04","1,205.67","16,654.60","2,976.41","19,809.03","6,136.43","9,842.29"
2016-05-24,"1,937.68",237.65,687.71,"2,076.06","1,222.90","16,498.76","2,953.42","19,830.43","6,219.26","10,057.31"
2016-05-25,"1,960.51",240.91,689.33,"2,090.54","1,231.34","16,757.35","2,946.50","20,368.05","6,262.85","10,205.21"
2016-05-26,"1,957.06",240.58,687.94,"2,090.10","1,230.70","16,772.46","2,954.27","20,397.11","6,265.65","10,272.71"
2016-05-27,"1,969.17",241.85,691.54,"2,099.06","1,236.62","16,834.84","2,952.78","20,576.77","6,270.79","10,286.31"
2016-05-30,"1,967.13",241.73,692.06,,,"17,068.02","2,954.32","20,629.39",,"10,333.23"
2016-05-31,"1,983.40",243.63,698.45,"2,096.96","1,236.22","17,234.98","3,052.77","20,815.09","6,230.79","10,262.74"
2016-06-01,"1,982.72",243.58,700.03,"2,099.33","1,238.56","16,955.73","3,049.51","20,760.98","6,191.93","10,204.44"
2016-06-02,"1,985.11",244.18,701.15,"2,105.26","1,242.97","16,562.55","3,061.77","20,859.22","6,185.61","10,208.00"
2016-06-03,"1,985.84",244.39,701.43,"2,099.13","1,238.82","16,642.23","3,075.87","20,947.24","6,209.63","10,103.26"
2016-06-07,"2,011.63",247.85,704.77,"2,112.13","1,247.68","16,675.45","3,073.11","21,328.24","6,284.53","10,287.68"
2016-06-08,"2,027.08",250.04,703.99,"2,119.12","1,252.20","16,830.92","3,063.75","21,297.88","6,301.52","10,217.03"
2016-06-09,"2,024.17",250.19,705.08,"2,115.48","1,249.27","16,668.41",,,"6,231.89","10,088.87"
2016-06-10,"2,017.63",248.96,706.81,"2,096.07","1,236.39","16,601.36",,"21,042.64","6,115.76","9,834.62"
2016-06-13,"1,979.06",244.05,695.61,"2,079.06","1,226.11","16,019.18","2,965.26","20,512.99","6,044.97","9,657.44"
2016-06-14,"1,972.03",243.35,692.94,"2,075.32","1,223.55","15,859.00","2,974.84","20,387.53","5,923.53","9,519.20"
2016-06-15,"1,968.83",243.30,694.66,"2,071.50","1,222.18","15,919.58","3,022.01","20,467.52","5,966.80","9,606.71"
2016-06-16,"1,951.99",241.61,680.25,"2,077.99","1,225.09","15,434.14","3,007.00","20,038.42","5,950.48","9,550.47"
2016-06-17,"1,953.40",241.63,678.86,"2,071.22","1,221.57","15,599.66","3,019.90","20,169.98","6,021.09","9,631.36"
2016-06-20,"1,981.12",245.17,688.95,"2,083.25","1,229.71","15,965.30","3,023.84","20,510.20","6,204.00","9,962.02"
2016-06-21,"1,982.70",245.34,688.55,"2,088.90","1,232.07","16,169.11","3,013.08","20,668.44","6,226.55","10,015.54"
2016-06-22,"1,992.58",246.75,688.18,"2,085.45","1,229.64","16,065.72","3,041.36","20,795.12","6,261.19","10,071.06"
2016-06-23,"1,986.71",246.31,679.52,"2,113.32","1,247.10","16,238.35","3,027.08","20,868.34","6,338.10","10,257.03"
2016-06-24,"1,925.24",239.21,647.16,"2,037.41","1,201.62","14,952.02","2,987.58","20,259.13","6,138.69","9,557.16"
2016-06-27,"1,926.85",239.28,648.12,"2,000.54","1,177.35","15,309.21","3,030.98","20,227.30","5,982.20","9,268.66"
2016-06-28,"1,936.22",240.08,659.30,"2,036.09","1,198.45","15,323.14","3,048.62","20,172.46","6,140.39","9,447.28"
2016-06-29,"1,956.36",242.32,669.88,"2,070.77","1,219.61","15,566.83","3,068.58","20,436.12","6,360.06","9,612.27"
2016-06-30,"1,970.35",244.14,675.09,"2,098.86","1,236.62","15,575.92","3,066.50","20,794.37","6,504.33","9,680.09"
2016-07-01,"1,987.32",246.52,684.26,"2,102.95","1,239.52","15,682.48","3,069.50",,"6,577.83","9,776.12"
2016-07-04,"1,995.30",247.62,688.15,,,"15,775.80","3,128.33","21,059.20","6,522.26","9,709.09"
2016-07-05,"1,989.85",246.91,692.73,"2,088.55","1,229.75","15,669.33","3,147.00","20,750.72","6,545.37","9,532.61"
2016-07-06,"1,953.12",241.86,685.51,"2,099.73","1,236.47","15,378.99","3,158.43","20,495.29","6,463.59","9,373.26"
2016-07-07,"1,974.08",244.60,695.95,"2,097.90","1,236.12","15,276.24","3,158.02","20,706.92","6,533.79","9,418.78"
2016-07-08,"1,963.10",243.43,692.60,"2,129.90","1,255.97","15,106.98","3,127.85","20,564.17","6,590.64","9,629.66"
2016-07-11,"1,988.54",246.99,697.25,"2,137.16","1,261.19","15,708.82","3,135.03","20,880.50","6,682.86","9,833.41"
2016-07-12,"1,991.23",247.14,699.40,"2,152.14","1,270.73","16,095.65","3,192.18","21,224.74","6,680.69","9,964.07"
2016-07-13,"2,005.55",249.25,702.65,"2,152.43","1,270.15","16,231.43","3,204.03","21,322.37","6,670.40","9,930.71"
2016-07-14,"2,008.77",249.80,703.34,"2,163.75","1,276.03","16,385.89","3,197.07","21,561.06","6,654.47","10,068.30"
2016-07-15,"2,017.26",251.02,700.28,"2,161.74","1,275.33","16,497.85","3,197.33","21,659.25","6,669.24","10,066.90"
2016-07-18,"2,021.11",251.52,700.90,"2,166.89","1,278.31",,"3,186.11","21,803.18","6,695.42","10,063.13"
2016-07-19,"2,016.89",250.97,702.44,"2,163.78","1,275.89","16,723.31","3,178.79","21,673.20","6,697.37","9,981.24"
2016-07-20,"2,015.46",250.66,705.03,"2,173.02","1,281.97","16,681.89","3,169.64","21,882.48","6,728.99","10,142.01"
2016-07-21,"2,012.22",250.44,708.12,"2,165.17","1,277.26","16,810.22","3,181.26","22,000.49","6,699.89","10,156.21"
2016-07-22,"2,010.34",250.04,707.54,"2,175.03","1,283.57","16,627.25","3,153.80","21,964.27","6,730.48","10,147.46"
2016-07-25,"2,012.32",250.65,704.96,"2,168.48","1,279.79","16,620.29","3,156.97","21,993.44","6,710.13","10,198.24"
2016-07-26,"2,027.34",252.72,705.40,"2,169.18","1,281.29","16,383.04","3,192.99","22,129.73","6,724.03","10,247.76"
2016-07-27,"2,025.05",252.73,701.09,"2,166.58","1,279.61","16,664.82","3,132.09","22,218.99","6,750.43","10,319.55"
2016-07-28,"2,021.10",251.86,703.78,"2,170.06","1,281.78","16,476.84","3,134.53","22,174.34","6,721.06","10,274.93"
2016-07-29,"2,016.19",251.48,706.24,"2,173.60","1,284.27","16,569.27","3,118.90","21,891.37","6,724.43","10,337.50"
2016-08-01,"2,029.61",253.81,703.72,"2,170.84","1,282.46","16,635.77","3,091.75","22,129.14","6,693.95","10,330.52"
2016-08-02,"2,019.03",251.93,700.90,"2,157.03","1,273.01","16,391.45","3,110.51",,"6,645.40","10,144.34"
2016-08-03,"1,994.79",248.65,698.32,"2,163.79","1,277.97","16,083.11","3,117.99","21,739.12","6,634.40","10,170.21"
2016-08-04,"2,000.03",249.24,701.67,"2,164.25","1,278.37","16,254.89","3,122.11","21,832.23","6,740.16","10,227.86"
2016-08-05,"2,017.94",252.36,696.09,"2,182.87","1,289.60","16,254.45","3,116.08","22,146.09","6,793.47","10,367.21"
2016-08-08,"2,031.12",254.11,696.43,"2,180.89","1,288.57","16,650.57","3,145.01","22,494.76","6,809.13","10,432.36"
2016-08-09,"2,043.78",255.85,700.73,"2,181.74","1,289.30","16,764.97","3,167.45","22,465.61","6,851.30","10,692.90"
2016-08-10,"2,044.64",255.43,707.46,"2,175.49","1,285.13","16,735.12","3,160.19","22,492.43","6,866.42","10,650.89"
2016-08-11,"2,048.80",256.18,703.33,"2,185.79","1,291.02",,"3,143.34","22,580.55","6,914.71","10,742.84"
2016-08-12,"2,050.47",256.17,705.18,"2,184.05","1,290.17","16,919.92","3,193.74","22,766.91","6,916.02","10,713.43"
2016-08-16,"2,047.76",256.15,698.87,"2,178.15","1,287.10","16,596.51","3,255.83","22,910.84","6,893.92","10,676.65"
2016-08-17,"2,043.75",256.04,693.67,"2,182.22","1,288.51","16,745.64","3,255.33","22,799.78","6,859.15","10,537.67"
2016-08-18,"2,055.47",258.11,696.93,"2,187.02","1,292.27","16,486.01","3,249.58","23,023.16","6,868.96","10,603.03"
2016-08-19,"2,056.24",258.69,696.20,"2,183.87","1,290.59","16,545.82","3,253.77","22,937.22","6,858.95","10,544.36"
2016-08-22,"2,042.16",257.27,688.15,"2,182.64","1,290.44","16,598.19","3,229.34","22,997.91","6,828.54","10,494.35"
2016-08-23,"2,049.93",258.42,687.38,"2,186.90","1,293.82","16,497.36","3,234.51","22,998.93","6,868.51","10,592.88"
2016-08-24,"2,043.76",257.30,687.78,"2,175.44","1,286.31","16,597.30","3,230.51","22,820.78","6,835.78","10,622.97"
2016-08-25,"2,042.92",257.26,683.96,"2,172.47","1,285.33","16,555.95","3,212.09","22,814.95","6,816.90","10,529.59"
2016-08-26,"2,037.50",256.23,680.43,"2,169.04","1,283.03","16,360.71","3,214.14","22,909.54","6,838.05","10,587.77"
2016-08-29,"2,032.35",256.49,663.58,"2,180.38","1,289.85","16,737.49","3,213.82","22,821.34",,"10,544.44"
2016-08-30,"2,039.74",257.49,667.61,"2,176.12","1,287.78","16,725.36","3,218.71","23,016.11","6,820.79","10,657.64"
2016-08-31,"2,034.65",256.87,663.69,"2,170.95","1,284.48","16,887.40","3,230.05","22,976.88","6,781.51","10,592.69"
2016-09-01,"2,032.72",256.03,671.29,"2,170.86","1,284.72","16,926.84","3,206.79","23,162.34","6,745.97","10,534.31"
2016-09-02,"2,038.31",256.50,676.91,"2,179.98","1,291.22","16,925.68","3,211.05","23,266.70","6,894.60","10,683.82"
2016-09-05,"2,060.08",259.64,679.49,,,"17,037.63","3,216.02","23,649.55","6,879.42","10,672.22"
2016-09-06,"2,066.53",260.93,679.26,"2,186.48","1,294.76","17,081.98","3,235.51","23,787.68","6,826.05","10,687.14"
2016-09-07,"2,061.88",260.31,672.49,"2,186.16","1,295.73","17,012.44","3,236.77","23,741.81","6,846.58","10,752.98"
2016-09-08,"2,063.73",260.86,667.40,"2,181.30","1,292.72","16,958.77","3,240.97","23,919.34","6,858.70","10,675.29"
2016-09-09,"2,037.87",257.31,664.99,"2,127.81","1,259.94","16,965.76","3,223.02","24,099.70","6,776.95","10,573.44"
2016-09-12,"1,991.48",250.53,652.91,"2,159.04","1,278.00","16,672.92","3,163.43","23,290.60","6,700.90","10,431.77"
2016-09-13,"1,999.36",251.77,660.15,"2,127.02","1,258.29","16,729.04","3,165.00","23,215.76","6,665.63","10,386.60"
2016-09-19,"2,015.78",253.93,666.64,"2,139.12","1,267.09",,"3,167.63","23,550.45","6,813.55","10,373.87"
2016-09-20,"2,025.71",255.09,674.51,"2,139.76","1,266.68","16,492.15","3,164.44","23,530.86","6,830.79","10,393.86"
2016-09-21,"2,035.99",256.52,678.28,"2,163.12","1,280.85","16,807.62","3,167.45","23,669.90","6,834.77","10,436.49"
2016-09-22,"2,049.70",258.34,685.24,"2,177.18","1,290.51",,"3,184.67","23,759.80","6,911.40","10,674.18"
2016-09-23,"2,054.07",258.37,688.59,"2,164.69","1,283.07","16,754.02","3,175.88","23,686.48","6,909.43","10,626.97"
2016-09-26,"2,047.11",257.48,686.76,"2,146.10","1,272.31","16,544.56","3,119.87","23,317.92","6,818.04","10,393.71"
2016-09-27,"2,062.82",259.57,687.99,"2,159.93","1,279.64","16,683.93","3,138.48","23,571.90","6,807.67","10,361.48"
2016-09-28,"2,053.06",258.21,686.76,"2,171.37","1,286.90","16,465.40","3,127.59","23,619.65","6,849.38","10,438.34"
2016-09-29,"2,068.72",260.35,689.83,"2,151.13","1,274.28","16,693.71","3,138.66","23,739.47","6,919.42","10,405.54"
2016-09-30,"2,043.63",257.49,681.21,"2,168.27","1,284.60","16,449.84","3,145.17","23,297.15","6,899.33","10,511.02"
2016-10-04,"2,054.86",259.18,685.88,"2,150.49","1,273.90","16,735.65",,"23,689.44","7,074.34","10,619.61"
2016-10-05,"2,053.00",258.99,685.44,"2,159.73","1,279.60","16,819.24",,"23,788.31","7,033.25","10,585.78"
2016-10-06,"2,065.30",261.13,684.33,"2,160.77","1,279.43","16,899.10",,"23,952.50","6,999.96","10,568.80"
2016-10-07,"2,053.80",260.06,675.90,"2,153.74","1,274.60","16,860.09",,"23,851.82","7,044.39","10,490.86"
2016-10-10,"2,056.82",260.31,674.74,"2,163.66","1,281.31",,"3,190.72",,"7,097.50","10,624.08"
2016-10-11,"2,031.93",256.15,670.64,"2,136.73","1,264.61","17,024.76","3,208.67","23,549.52","7,070.88","10,577.16"
2016-10-12,"2,033.73",256.20,669.95,"2,139.18","1,265.88","16,840.00","3,201.59","23,407.05","7,024.01","10,523.07"
2016-10-13,"2,015.44",253.93,663.09,"2,132.55","1,261.40","16,774.24","3,204.53","23,031.30","6,977.74","10,414.07"
2016-10-14,"2,022.66",255.09,664.92,"2,132.98","1,261.09","16,856.37","3,207.16","23,233.31","7,013.55","10,580.38"
2016-10-17,"2,027.61",256.19,659.83,"2,126.50","1,257.56","16,900.12","3,184.15","23,037.54","6,947.55","10,503.57"
2016-10-18,"2,040.43",257.98,660.29,"2,139.60","1,265.32","16,963.61","3,228.73","23,394.39","7,000.06","10,631.55"
2016-10-19,"2,040.94",258.21,661.26,"2,144.29","1,268.57","16,998.91","3,229.68","23,304.97","7,021.92","10,645.68"
2016-10-20,"2,040.60",258.41,655.68,"2,141.34","1,266.47","17,235.50","3,229.37","23,374.40","7,026.90","10,701.39"
2016-10-21,"2,033.00",257.26,651.77,"2,141.16","1,266.24","17,184.59","3,236.31",,"7,020.47","10,710.73"
2016-10-24,"2,047.74",259.48,647.88,"2,151.33","1,272.43","17,234.42","3,275.26","23,604.08","6,986.40","10,761.17"
2016-10-25,"2,037.17",258.57,640.17,"2,143.16","1,266.56","17,365.25","3,279.10","23,565.11","7,017.64","10,757.31"
2016-10-26,"2,013.89",255.52,635.51,"2,139.43","1,263.29","17,391.84","3,262.73","23,325.43","6,958.09","10,709.68"
2016-10-27,"2,024.12",256.66,648.57,"2,133.04","1,258.03","17,336.42","3,258.56","23,132.35","6,986.57","10,717.08"
2016-10-28,"2,019.42",256.53,640.17,"2,126.41","1,254.66","17,446.41","3,250.16","22,954.81","6,996.26","10,696.19"
2016-10-31,"2,008.19",255.93,624.68,"2,126.15","1,255.42","17,425.02","3,246.25","22,934.54","6,954.22","10,665.01"
2016-11-01,"2,007.39",255.99,626.38,"2,111.72","1,246.31","17,442.40","3,269.24","23,147.07","6,917.14","10,526.16"
2016-11-02,"1,978.94",252.83,606.06,"2,097.94","1,236.99","17,134.68","3,248.57","22,810.50","6,845.42","10,370.93"
2016-11-03,"1,983.80",252.90,609.99,"2,088.66","1,231.62",,"3,276.06","22,683.51","6,790.51","10,325.88"
2016-11-04,"1,982.02",252.57,610.82,"2,085.18","1,230.73","16,905.36","3,272.24","22,642.62","6,693.26","10,259.13"
2016-11-07,"1,997.58",254.60,622.17,"2,131.52","1,258.01","17,177.21","3,280.65","22,801.40","6,806.90","10,456.95"
2016-11-08,"2,003.38",255.26,624.19,"2,139.56","1,262.54","17,171.38","3,295.92","22,909.47","6,843.13","10,482.32"
2016-11-09,"1,958.38",249.67,599.74,"2,163.26","1,278.88","16,251.54","3,275.47","22,415.19","6,911.84","10,646.01"
2016-11-10,"2,002.60",255.31,623.23,"2,167.48","1,282.37","17,344.42","3,320.40","22,839.11","6,827.98","10,630.12"
2016-11-11,"1,984.43",251.99,621.89,"2,164.45","1,283.94","17,374.79","3,346.31","22,531.09","6,730.43","10,667.95"
2016-11-14,"1,974.40",250.01,621.23,"2,164.20","1,286.68","17,672.62","3,361.35","22,222.22","6,753.18","10,693.69"
2016-11-15,"1,967.53",249.20,617.43,"2,180.39","1,295.72","17,668.15","3,357.77","22,323.91","6,792.74","10,735.14"
2016-11-16,"1,979.65",250.32,627.83,"2,176.94","1,293.94","17,862.21","3,355.71","22,280.53","6,749.72","10,663.87"
2016-11-17,"1,980.55",250.46,627.76,"2,187.12","1,300.42","17,862.63","3,359.30","22,262.88","6,794.71","10,685.54"
2016-11-18,"1,974.58",250.21,620.26,"2,181.90","1,298.21","17,967.41","3,342.99","22,344.21","6,775.77","10,664.56"
2016-11-21,"1,966.05",249.51,609.33,"2,198.18","1,307.61","18,106.02","3,369.53","22,357.78","6,777.96","10,685.13"
2016-11-22,"1,983.47",252.37,610.74,"2,202.94","1,311.42","18,162.94","3,401.19","22,678.07","6,819.72","10,713.85"
2016-11-23,"1,987.95",253.66,600.29,"2,204.72","1,313.44",,"3,393.66","22,676.69","6,817.71","10,662.44"
2016-11-24,"1,971.26",252.03,592.65,,,"18,333.41","3,394.32","22,608.49","6,829.20","10,689.26"
2016-11-25,"1,974.46",252.26,597.82,"2,213.35","1,318.55","18,381.22","3,415.54","22,723.45","6,840.75","10,699.27"
2016-11-28,"1,978.13",252.96,593.05,"2,201.72","1,310.31","18,356.89","3,431.35","22,830.57","6,799.47","10,582.67"
2016-11-29,"1,978.39",252.91,596.07,"2,204.66","1,311.74","18,307.04","3,437.75","22,737.07","6,772.00","10,620.49"
2016-11-30,"1,983.48",254.26,596.11,"2,198.81","1,308.29","18,308.48","3,403.22","22,789.77","6,783.79","10,640.30"
2016-12-01,"1,983.75",254.48,593.85,"2,191.08","1,303.07","18,513.12","3,427.64","22,878.23","6,752.93","10,534.05"
2016-12-02,"1,970.61",252.88,586.73,"2,191.95","1,303.58","18,426.08","3,396.71","22,564.82","6,730.72","10,513.35"
2016-12-05,"1,963.36",252.14,575.12,"2,204.71","1,312.96","18,274.99","3,355.63","22,505.55","6,746.83","10,684.83"
2016-12-06,"1,989.86",255.63,581.35,"2,212.23","1,318.97","18,360.54","3,350.25","22,675.15","6,779.84","10,775.32"
2016-12-07,"1,991.89",256.34,578.52,"2,241.35","1,335.46","18,496.69","3,373.92","22,800.92","6,902.23","10,986.69"
2016-12-08,"2,031.07",262.00,584.62,"2,246.19","1,340.48","18,765.47","3,366.70","22,861.84","6,931.55","11,179.42"
2016-12-09,"2,024.69",260.91,594.35,"2,259.53","1,346.95","18,996.37","3,385.15","22,760.98","6,954.21","11,203.63"
2016-12-12,"2,027.24",260.72,603.08,"2,256.96","1,343.58","19,155.03","3,301.41","22,433.02","6,890.42","11,190.21"
2016-12-13,"2,035.98",261.63,611.09,"2,271.72","1,351.16","19,250.52","3,303.52","22,446.70","6,968.57","11,284.65"
2016-12-14,"2,036.87",262.00,612.47,"2,253.28","1,339.33","19,253.61","3,288.25","22,456.62","6,949.19","11,244.84"
2016-12-15,"2,036.65",261.45,620.61,"2,262.03","1,344.79","19,273.79","3,264.22","22,059.40","6,999.01","11,366.40"
2016-12-16,"2,042.24",262.56,622.08,"2,258.07","1,342.69","19,401.15","3,269.75","22,020.75","7,011.64","11,404.01"
2016-12-19,"2,038.39",261.93,622.77,"2,262.53","1,345.87","19,391.60","3,264.67","21,832.68","7,017.16","11,426.70"
2016-12-20,"2,041.94",262.59,617.99,"2,270.76","1,351.50","19,494.53","3,248.78","21,729.06","7,043.96","11,464.74"
2016-12-21,"2,037.96",262.10,618.63,"2,265.18","1,347.64","19,444.49","3,285.04","21,809.80","7,041.42","11,468.64"
2016-12-22,"2,035.73",261.97,615.93,"2,260.96","1,343.77","19,427.67","3,287.22","21,636.20","7,063.68","11,456.10"
2016-12-23,"2,035.90",261.61,619.75,"2,263.79","1,346.28",,"3,256.41","21,574.76","7,068.17","11,449.93"
2016-12-26,"2,037.75",261.90,615.16,,,"19,396.64","3,269.44",,,
2016-12-27,"2,042.17",262.49,618.38,"2,268.88","1,349.62","19,403.06","3,261.11",,,"11,472.24"
2016-12-28,"2,024.49",259.70,627.27,"2,249.92","1,337.70","19,401.72","3,248.14","21,754.74","7,106.08","11,474.99"
2016-12-29,"2,026.46",260.01,631.44,"2,249.26","1,337.69","19,145.14","3,241.67","21,790.91","7,120.26","11,451.05"
2017-01-02,"2,026.16",260.36,632.04,,,,,,,"11,598.33"
2017-01-03,"2,043.97",262.97,636.57,"2,257.83","1,342.69",,"3,283.45","22,150.40","7,177.89","11,584.24"
2017-01-04,"2,045.64",263.12,639.79,"2,270.75","1,352.98","19,594.16","3,307.45","22,134.47","7,189.74","11,584.31"
2017-01-05,"2,041.95",261.98,642.48,"2,269.00","1,350.31","19,520.69","3,314.39","22,456.69","7,195.31","11,584.94"
2017-01-06,"2,049.12",263.20,643.68,"2,276.98","1,354.05","19,454.33","3,302.79","22,503.01","7,210.05","11,599.01"
2017-01-09,"2,048.78",263.74,642.15,"2,268.90","1,348.74",,"3,320.53","22,558.69","7,237.77","11,563.99"
2017-01-10,"2,045.12",263.73,636.73,"2,268.90","1,350.43","19,301.44","3,310.49","22,744.85","7,275.47","11,583.30"
2017-01-11,"2,075.17",268.15,637.90,"2,275.32","1,354.04","19,364.67","3,284.37","22,935.35","7,290.49","11,646.17"
2017-01-12,"2,087.14",269.95,632.87,"2,270.44","1,350.30","19,134.70","3,266.04","22,829.02","7,292.37","11,521.04"
2017-01-13,"2,076.79",267.91,634.68,"2,274.64","1,353.90","19,287.28","3,259.27","22,937.38","7,337.81","11,629.18"
2017-01-16,"2,064.17",266.15,627.88,,,"19,095.24","3,249.77","22,718.15","7,327.13","11,554.71"
2017-01-17,"2,071.87",267.37,624.00,"2,267.89","1,348.12","18,813.53","3,255.33","22,840.97","7,220.38","11,540.00"
2017-01-18,"2,070.54",267.08,626.89,"2,271.89","1,351.19","18,894.37","3,259.77","23,098.26","7,247.61","11,599.39"
2017-01-19,"2,072.79",267.70,626.19,"2,263.69","1,345.58","19,072.25","3,247.48","23,049.96","7,208.44","11,596.89"
2017-01-20,"2,065.61",266.52,622.12,"2,271.31","1,350.10","19,137.91","3,270.33","22,885.91","7,198.44","11,630.13"
2017-01-23,"2,065.99",267.12,615.99,"2,265.20","1,346.59","18,891.03","3,284.57","22,898.52","7,151.18","11,545.75"
2017-01-24,"2,065.76",267.30,612.93,"2,280.07","1,357.13","18,787.99","3,290.62","22,949.86","7,150.34","11,594.94"
2017-01-25,"2,066.94",268.15,609.64,"2,298.37","1,367.99","19,057.50","3,297.96","23,049.12","7,164.43","11,806.05"
2017-01-26,"2,083.59",270.48,616.81,"2,296.68","1,366.37","19,402.39","3,308.06","23,374.17","7,161.49","11,848.63"
2017-01-31,"2,067.57",268.09,616.13,"2,278.87","1,355.47","19,041.34",,,"7,099.15","11,535.31"
2017-02-01,"2,080.48",269.56,623.68,"2,279.55","1,355.53","19,148.08",,"23,318.39","7,107.65","11,659.50"
2017-02-02,"2,071.01",268.49,613.04,"2,280.85","1,356.18","18,914.58",,"23,184.52","7,140.75","11,627.95"
2017-02-03,"2,073.16",268.85,609.21,"2,297.42","1,367.29","18,918.20","3,288.17","23,129.21","7,188.30","11,651.49"
2017-02-06,"2,077.66",269.49,610.96,"2,292.56","1,363.75","18,976.71","3,305.80","23,348.24","7,172.15","11,509.84"
2017-02-07,"2,075.21",268.97,608.72,"2,293.08","1,363.30","18,910.78","3,301.70","23,331.57","7,186.22","11,549.44"
2017-02-08,"2,065.08",267.72,608.79,"2,294.67","1,364.12","19,007.60","3,316.27","23,485.13","7,188.82","11,543.38"
2017-02-09,"2,065.88",267.69,611.04,"2,307.87","1,373.25","18,907.67","3,333.23","23,525.14","7,229.50","11,642.86"
2017-02-10,"2,075.08",268.66,610.58,"2,316.10","1,378.58","19,378.93","3,347.39","23,574.98","7,258.75","11,666.97"
2017-02-13,"2,078.65",268.81,611.94,"2,328.25","1,385.27","19,459.15","3,368.46","23,710.98","7,278.92","11,774.43"
2017-02-14,"2,074.57",267.90,611.54,"2,337.58","1,390.63","19,238.98","3,369.60","23,703.01","7,268.56","11,771.81"
2017-02-15,"2,083.86",268.81,615.95,"2,349.25","1,397.43","19,437.98","3,364.40","23,994.87","7,302.41","11,793.93"
2017-02-16,"2,081.84",268.93,616.58,"2,347.22","1,395.79","19,347.53","3,381.87","24,107.70","7,277.92","11,757.24"
2017-02-17,"2,080.58",268.84,618.70,"2,351.16","1,398.04","19,234.62","3,352.96","24,033.74","7,299.96","11,757.02"
2017-02-20,"2,084.39",269.73,619.97,,,"19,251.08","3,392.65","24,146.08","7,299.86","11,827.62"
2017-02-21,"2,102.93",272.11,622.47,"2,365.38","1,406.78","19,381.44","3,406.65","23,963.63","7,274.83","11,967.49"
2017-02-22,"2,106.61",272.85,621.39,"2,362.82","1,404.55","19,379.87","3,414.94","24,201.96","7,302.25","11,998.59"
2017-02-23,"2,107.63",272.89,617.67,"2,363.81","1,403.65","19,371.46","3,404.59","24,114.86","7,271.37","11,947.83"
2017-02-24,"2,094.12",270.38,614.75,"2,367.34","1,405.60","19,283.54","3,406.79","23,965.70","7,243.70","11,804.03"
2017-02-27,"2,085.52",268.97,612.12,"2,369.75","1,408.57","19,107.47","3,380.82","23,925.05","7,253.00","11,822.67"
2017-02-28,"2,091.64",270.06,612.20,"2,363.64","1,402.83","19,118.99","3,394.50","23,740.73","7,263.44","11,834.41"
2017-03-02,"2,102.65",272.65,608.93,"2,381.92","1,412.76","19,564.80","3,382.21","23,728.07","7,382.35","12,059.57"
2017-03-03,"2,078.75",269.77,600.73,"2,383.12","1,413.55","19,469.17","3,369.93","23,552.72","7,374.26","12,027.36"
2017-03-06,"2,081.36",270.41,604.05,"2,375.31","1,408.13","19,379.14","3,386.21","23,596.28","7,350.12","11,958.40"
2017-03-07,"2,094.05",271.87,606.05,"2,368.39","1,403.25","19,344.15","3,395.20","23,681.07","7,338.99","11,966.14"
2017-03-08,"2,095.41",272.29,605.75,"2,362.98","1,399.34","19,254.03","3,393.41","23,782.27","7,334.61","11,967.31"
2017-03-09,"2,091.06",271.62,606.13,"2,364.87","1,399.37","19,318.58","3,368.32","23,501.56","7,314.96","11,978.39"
2017-03-10,"2,097.35",272.29,612.26,"2,372.60","1,404.04","19,604.61","3,364.10","23,568.67","7,343.08","11,963.18"
2017-03-13,"2,117.59",275.41,615.59,"2,373.47","1,405.14","19,633.75","3,389.56","23,829.67","7,367.08","11,990.03"
2017-03-14,"2,133.78",277.89,614.12,"2,365.45","1,400.09","19,609.50","3,392.00","23,827.95","7,357.85","11,988.79"
2017-03-15,"2,133.00",277.89,608.68,"2,385.26","1,412.95","19,577.38","3,394.59","23,792.85","7,368.64","12,009.87"
2017-03-16,"2,150.08",280.11,613.88,"2,381.38","1,411.37","19,590.14","3,423.01","24,288.28","7,415.95","12,083.18"
2017-03-17,"2,164.58",281.86,613.26,"2,378.25","1,410.38","19,521.59","3,389.95","24,309.93","7,424.96","12,095.24"
2017-03-20,"2,157.01",280.75,609.11,"2,373.47","1,406.83",,"3,403.97","24,501.99","7,429.81","12,052.90"
2017-03-21,"2,178.38",283.84,609.73,"2,344.02","1,386.90","19,455.88","3,415.28","24,593.12","7,378.34","11,962.13"
2017-03-22,"2,168.30",282.63,607.57,"2,348.45","1,389.20","19,041.38","3,398.11","24,320.41","7,324.72","11,904.12"
2017-03-23,"2,172.72",282.81,605.53,"2,345.96","1,388.80","19,085.31","3,401.82","24,327.70","7,340.71","12,039.68"
2017-03-24,"2,168.95",282.31,608.18,"2,343.98","1,387.96","19,262.53","3,423.77","24,358.27","7,336.82","12,064.27"
2017-03-27,"2,155.66",280.36,607.07,"2,341.59","1,386.98","18,985.59","3,421.20","24,193.70","7,293.50","11,996.07"
